
FSA,SITE_ADDRESS,num_units,Average_Household_Size,Population,Total_EV_Pop,Total_EV_Pop,num_residents_baseline,ev_adoption_rate_baseline
,,,,,,,,
M5B,160  JARVIS ST ,98.0,1.652314112,17422.0,145.0,111.0,161.926783,0.006371254735392033
M6K,301  LANSDOWNE AVE ,35.0,1.852943765,42110.0,388.0,336.0,64.85303178,0.007979102350985513
M1J,421  MARKHAM RD ,159.0,2.928995488,37002.0,194.0,169.0,465.7102826,0.004567320685368358
M5P,1535-1539  BATHURST ST ,32.0,2.075180874,19791.0,541.0,495.0,66.40578797,0.02501136880400182
M6K,193  DOWLING AVE ,16.0,1.852943765,42110.0,388.0,336.0,29.64710024,0.007979102350985513
M8V,21  TWENTY SECOND ST ,11.0,1.933680845,44144.0,777.0,674.0,21.2704893,0.015268213120695904
M2R,155  ANTIBES DR ,259.0,2.641476274,40581.0,422.0,362.0,684.142355,0.008920430743451368
M4P,3  BROADWAY AVE ,36.0,1.793115786,25057.0,378.0,309.0,64.5521683,0.012331883306062177
M2R,765  STEELES AVE W,167.0,2.641476274,40581.0,422.0,362.0,441.1265378,0.008920430743451368
M5R,55  MADISON AVE ,12.0,1.892163236,26197.0,524.0,478.0,22.70595883,0.018246364087490936
M1R,1725  LAWRENCE AVE E,43.0,2.790273835,30467.0,282.0,259.0,119.9817749,0.008501001083139134
M4Y,100  WELLESLEY ST E,427.0,1.597563121,36319.0,288.0,249.0,682.1594527,0.006855915636443734
M6M,25  GULLIVER RD ,52.0,2.648652045,42148.0,214.0,185.0,137.7299063,0.004389294865711303
M1G,3967  LAWRENCE AVE E,102.0,2.995636575,30894.0,213.0,187.0,305.5549307,0.00605295526639477
M1L,283  PHARMACY AVE ,267.0,2.853173023,35833.0,295.0,239.0,761.7971971,0.006669829486785924
M9C,265  MARKLAND DR ,149.0,2.528566765,38725.0,481.0,417.0,376.756448,0.010768237572627501
M5R,359  DAVENPORT RD ,17.0,1.892163236,26197.0,524.0,478.0,32.16677501,0.018246364087490936
M4E,2477  QUEEN ST E,11.0,2.342560235,25473.0,495.0,433.0,25.76816259,0.016998390452636125
M5P,355  ST CLAIR AVE W,168.0,2.075180874,19791.0,541.0,495.0,348.6303868,0.02501136880400182
M3A,1254  YORK MILLS RD ,58.0,2.617582083,34361.0,925.0,624.0,151.8197608,0.018160123395710253
M4H,56  THORNCLIFFE PARK DR ,64.0,3.084969477,18698.0,82.0,59.0,197.4380465,0.003155417691731736
M9N,80  CLOUSTON AVE ,17.0,2.490585874,26059.0,173.0,149.0,42.33995986,0.005717794236156414
M6J,180  SUDBURY ST ,190.0,2.077978386,32111.0,385.0,367.0,394.8158933,0.011429105291021768
M6S,109  RUNNYMEDE RD ,11.0,2.344079355,34029.0,751.0,678.0,25.78487291,0.019924182315084193
M4H,47  THORNCLIFFE PARK DR ,474.0,3.084969477,18698.0,82.0,59.0,1462.275532,0.003155417691731736
M3M,1305  WILSON AVE ,86.0,2.616451308,24906.0,110.0,93.0,225.0148125,0.0037340399903637678
M8V,2532  LAKE SHORE BLVD W,46.0,1.933680845,44144.0,777.0,674.0,88.94931887,0.015268213120695904
M6S,23  JANE ST ,18.0,2.344079355,34029.0,751.0,678.0,42.19342839,0.019924182315084193
M5A,5  HAHN PL ,32.0,1.792752562,48978.0,630.0,523.0,57.36808198,0.01067826371023725
M4Y,66  ISABELLA ST ,411.0,1.597563121,36319.0,288.0,249.0,656.5984427,0.006855915636443734
M8V,68  FIFTEENTH ST ,23.0,1.933680845,44144.0,777.0,674.0,44.47465944,0.015268213120695904
M9C,336  THE WEST MALL  ,10.0,2.528566765,38725.0,481.0,417.0,25.28566765,0.010768237572627501
M5A,280  GERRARD ST E,26.0,1.792752562,48978.0,630.0,523.0,46.61156661,0.01067826371023725
M4R,411  DUPLEX AVE ,458.0,2.197232472,11909.0,352.0,313.0,1006.332472,0.026282643378957093
M4Y,40-50  ALEXANDER ST ,244.0,1.597563121,36319.0,288.0,249.0,389.8054015,0.006855915636443734
M4N,3464  YONGE ST ,27.0,2.579184067,16058.0,644.0,578.0,69.63796981,0.03599451986548761
M9A,1276  ISLINGTON AVE ,202.0,2.332696715,36642.0,730.0,643.0,471.2047364,0.017548168768080345
M6P,546  INDIAN GRV ,17.0,2.096324728,39870.0,493.0,413.0,35.63752038,0.01035866566340607
M2P,37  LORD SEATON RD ,49.0,2.528820375,7546.0,345.0,318.0,123.9121984,0.04214153193745031
M4K,575  PAPE AVE ,17.0,2.177892067,30913.0,456.0,407.0,37.02416514,0.013165981949341701
M5M,312  DOUGLAS AVE ,11.0,2.748787062,25495.0,925.0,811.0,30.23665768,0.03181015885467739
M5R,103  AVENUE RD ,124.0,1.892163236,26197.0,524.0,478.0,234.6282413,0.018246364087490936
M1W,3050  PHARMACY AVE ,252.0,2.812668061,47070.0,458.0,395.0,708.7923514,0.00839175695772254
M6J,225  GLADSTONE AVE ,27.0,2.077978386,32111.0,385.0,367.0,56.10541642,0.011429105291021768
M9N,139  WOODWARD AVE ,10.0,2.490585874,26059.0,173.0,149.0,24.90585874,0.005717794236156414
M4E,2373  QUEEN ST E,27.0,2.342560235,25473.0,495.0,433.0,63.24912635,0.016998390452636125
M2R,9  KINGSBRIDGE CRT ,74.0,2.641476274,40581.0,422.0,362.0,195.4692443,0.008920430743451368
M9N,2255  WESTON RD ,101.0,2.490585874,26059.0,173.0,149.0,251.5491733,0.005717794236156414
M9M,3330  WESTON RD ,97.0,2.969381506,24245.0,162.0,134.0,288.0300061,0.005526912765518663
M2N,151  BEECROFT RD ,306.0,2.199958989,75100.0,1595.0,1406.0,673.1874506,0.018721704394141146
M4B,6  PARK VISTA  ,108.0,2.445407962,18612.0,247.0,209.0,264.1040599,0.011229314420803783
M9R,10  WILLOWRIDGE RD ,328.0,2.720705484,33783.0,249.0,213.0,892.3913988,0.006304946274753575
M4L,419  COXWELL AVE ,44.0,2.342956876,32218.0,521.0,460.0,103.0901025,0.014277732944316841
M4G,871  MILLWOOD RD ,15.0,2.426095568,19598.0,680.0,596.0,36.39143352,0.030411266455760793
M9N,15  KING ST ,119.0,2.490585874,26059.0,173.0,149.0,296.379719,0.005717794236156414
M4K,70  CAMBRIDGE AVE ,275.0,2.177892067,30913.0,456.0,407.0,598.9203184,0.013165981949341701
M6S,65  WINDERMERE AVE ,92.0,2.344079355,34029.0,751.0,678.0,215.6553007,0.019924182315084193
M3C,7  ROCHEFORT DR ,64.0,2.438357851,39616.0,461.0,406.0,156.0549025,0.010248384491114702
M1E,4000  LAWRENCE AVE E,141.0,2.773267898,48033.0,453.0,408.0,391.0307736,0.008494160264817937
M5R,50  PRINCE ARTHUR AVE ,149.0,1.892163236,26197.0,524.0,478.0,281.9323222,0.018246364087490936
M4Y,83  GLOUCESTER ST ,27.0,1.597563121,36319.0,288.0,249.0,43.13420427,0.006855915636443734
M3M,2233  JANE ST ,39.0,2.616451308,24906.0,110.0,93.0,102.041601,0.0037340399903637678
M8V,139  EIGHTH ST ,47.0,1.933680845,44144.0,777.0,674.0,90.88299972,0.015268213120695904
M1M,3555  KINGSTON RD ,133.0,2.691586622,23258.0,322.0,269.0,357.9810207,0.011565912804196405
M5P,901  AVENUE RD ,10.0,2.075180874,19791.0,541.0,495.0,20.75180874,0.02501136880400182
M4V,101  LAWTON BLVD ,46.0,1.891364082,19273.0,518.0,451.0,87.00274777,0.023400612255486952
M4R,107  ROSELAWN AVE ,21.0,2.197232472,11909.0,352.0,313.0,46.14188191,0.026282643378957093
M5R,130  MACPHERSON AVE ,26.0,1.892163236,26197.0,524.0,478.0,49.19624414,0.018246364087490936
M9B,35  WARRENDER AVE ,108.0,2.617420066,33236.0,685.0,602.0,282.6813671,0.018112889637742206
M3B,9  WINGREEN CRT ,11.0,2.597297842,12880.0,633.0,540.0,28.57027626,0.04192546583850932
M4E,83  SILVER BIRCH AVE ,16.0,2.342560235,25473.0,495.0,433.0,37.48096376,0.016998390452636125
M3M,2988  KEELE ST ,11.0,2.616451308,24906.0,110.0,93.0,28.78096439,0.0037340399903637678
M9R,290  DIXON RD ,49.0,2.720705484,33783.0,249.0,213.0,133.3145687,0.006304946274753575
M6K,79  JAMESON AVE ,121.0,1.852943765,42110.0,388.0,336.0,224.2061956,0.007979102350985513
M3B,7  WINGREEN CRT ,11.0,2.597297842,12880.0,633.0,540.0,28.57027626,0.04192546583850932
M6B,145  ELM RIDGE DR ,53.0,2.594707648,28534.0,310.0,273.0,137.5195053,0.009567533468844185
M2R,605  FINCH AVE W,244.0,2.641476274,40581.0,422.0,362.0,644.5202109,0.008920430743451368
,,,,,,,,
M4V,23  LASCELLES BLVD ,235.0,1.891364082,19273.0,518.0,451.0,444.4705593,0.023400612255486952
M4V,323  LONSDALE RD ,20.0,1.891364082,19273.0,518.0,451.0,37.82728164,0.023400612255486952
M1K,2223  EGLINTON AVE E,75.0,2.720368174,48175.0,283.0,227.0,204.0276131,0.004711987545407369
M4C,1501  WOODBINE AVE ,304.0,2.423926092,46440.0,449.0,393.0,736.873532,0.008462532299741601
M6P,2767  DUNDAS ST W,21.0,2.096324728,39870.0,493.0,413.0,44.02281929,0.01035866566340607
M9A,1141  ROYAL YORK RD ,91.0,2.332696715,36642.0,730.0,643.0,212.2754011,0.017548168768080345
M5T,160  HURON ST ,69.0,1.986573458,17903.0,127.0,104.0,137.0735686,0.0058090822767134
M4P,1000  MOUNT PLEASANT RD ,155.0,1.793115786,25057.0,378.0,309.0,277.9329468,0.012331883306062177
M1R,2155  LAWRENCE AVE E,243.0,2.790273835,30467.0,282.0,259.0,678.0365419,0.008501001083139134
M4P,28  BROADWAY AVE ,75.0,1.793115786,25057.0,378.0,309.0,134.483684,0.012331883306062177
M5A,291  GEORGE ST ,132.0,1.792752562,48978.0,630.0,523.0,236.6433382,0.01067826371023725
M3K,835  WILSON AVE ,12.0,2.670628183,7865.0,122.0,99.0,32.0475382,0.012587412587412588
M1K,806  KENNEDY RD ,57.0,2.720368174,48175.0,283.0,227.0,155.0609859,0.004711987545407369
M9N,33  KING ST ,420.0,2.490585874,26059.0,173.0,149.0,1046.046067,0.005717794236156414
M4J,266  DONLANDS AVE ,254.0,2.408336761,35128.0,452.0,401.0,611.7175373,0.011415395126394898
M6H,323  RUSHOLME RD ,226.0,2.270037375,43730.0,372.0,318.0,513.0284468,0.007271895723759433
M4K,5  FERNWOOD GDNS ,12.0,2.177892067,30913.0,456.0,407.0,26.1347048,0.013165981949341701
M1N,50  GLEN EVEREST RD ,16.0,2.413191892,22976.0,321.0,301.0,38.61107027,0.013100626740947075
M9W,9  BERGAMOT AVE ,73.0,2.892017785,40977.0,1523.0,1526.0,211.1172983,0.03724040315298826
M9N,2450  WESTON RD ,214.0,2.490585874,26059.0,173.0,149.0,532.985377,0.005717794236156414
M4P,250  ROEHAMPTON AVE ,91.0,1.793115786,25057.0,378.0,309.0,163.1735365,0.012331883306062177
M6A,3388  BATHURST ST ,34.0,2.429703615,22380.0,211.0,179.0,82.60992291,0.007998212689901698
M6C,440  WINONA DR ,130.0,2.353570027,23997.0,441.0,403.0,305.9641035,0.01679376588740259
M6S,4070  OLD DUNDAS ST ,48.0,2.344079355,34029.0,751.0,678.0,112.515809,0.019924182315084193
M9N,1901  WESTON RD ,391.0,2.490585874,26059.0,173.0,149.0,973.8190767,0.005717794236156414
M4X,650  PARLIAMENT ST ,568.0,2.01498886,19896.0,101.0,92.0,1144.513672,0.004624045034177724
M4S,45  BALLIOL ST ,263.0,1.956485782,30754.0,770.0,471.0,514.5557607,0.015315080965077714
M3L,1744  WILSON AVE ,10.0,3.011726079,19263.0,114.0,91.0,30.11726079,0.00472408243783419
M5M,15  BEDFORD PARK AVE ,39.0,2.748787062,25495.0,925.0,811.0,107.2026954,0.03181015885467739
M4R,500  DUPLEX AVE ,319.0,2.197232472,11909.0,352.0,313.0,700.9171586,0.026282643378957093
M8V,2517  LAKE SHORE BLVD W,42.0,1.933680845,44144.0,777.0,674.0,81.21459549,0.015268213120695904
M6S,7  BRULE TER ,15.0,2.344079355,34029.0,751.0,678.0,35.16119033,0.019924182315084193
M4E,737  KINGSTON RD ,24.0,2.342560235,25473.0,495.0,433.0,56.22144564,0.016998390452636125
M6M,3  GREENTREE CRT ,45.0,2.648652045,42148.0,214.0,185.0,119.189342,0.004389294865711303
M3M,1154  WILSON AVE ,229.0,2.616451308,24906.0,110.0,93.0,599.1673495,0.0037340399903637678
M3K,6  HARTHAM PL ,26.0,2.670628183,7865.0,122.0,99.0,69.43633276,0.012587412587412588
M8V,50  FOURTH ST ,11.0,1.933680845,44144.0,777.0,674.0,21.2704893,0.015268213120695904
M1G,2180  ELLESMERE RD ,180.0,2.995636575,30894.0,213.0,187.0,539.2145835,0.00605295526639477
M4T,60  PLEASANT BLVD ,163.0,2.026279663,10332.0,302.0,277.0,330.2835851,0.02680991095625242
M9B,5  CAPRI RD ,329.0,2.617420066,33236.0,685.0,602.0,861.1312017,0.018112889637742206
M5V,25  BISHOP TUTU BLVD ,119.0,1.612054352,59912.0,847.0,804.0,191.8344679,0.013419682200560822
M4N,2867  YONGE ST ,32.0,2.579184067,16058.0,644.0,578.0,82.53389014,0.03599451986548761
M4B,1004  O'CONNOR DR ,12.0,2.445407962,18612.0,247.0,209.0,29.34489554,0.011229314420803783
M6G,470  MELITA CRES ,37.0,2.348066298,30600.0,394.0,356.0,86.87845303,0.011633986928104575
M8V,1  SUPERIOR AVE ,23.0,1.933680845,44144.0,777.0,674.0,44.47465944,0.015268213120695904
M9B,25  WARRENDER AVE ,126.0,2.617420066,33236.0,685.0,602.0,329.7949283,0.018112889637742206
M8Y,172  BERRY RD ,32.0,2.202123397,21986.0,458.0,388.0,70.4679487,0.017647593923405803
M4P,485  EGLINTON AVE E,108.0,1.793115786,25057.0,378.0,309.0,193.6565049,0.012331883306062177
M4P,300  EGLINTON AVE E,96.0,1.793115786,25057.0,378.0,309.0,172.1391155,0.012331883306062177
M4C,611  COSBURN AVE ,12.0,2.423926092,46440.0,449.0,393.0,29.0871131,0.008462532299741601
M4V,606  AVENUE RD ,62.0,1.891364082,19273.0,518.0,451.0,117.2645731,0.023400612255486952
M5P,755  AVENUE RD ,41.0,2.075180874,19791.0,541.0,495.0,85.08241583,0.02501136880400182
M6A,112  RAJAH ST ,12.0,2.429703615,22380.0,211.0,179.0,29.15644338,0.007998212689901698
M6B,435  GLEN PARK AVE ,42.0,2.594707648,28534.0,310.0,273.0,108.9777212,0.009567533468844185
M5M,225  WILSON AVE ,20.0,2.748787062,25495.0,925.0,811.0,54.97574124,0.03181015885467739
M6E,966  ST CLAIR AVE W,11.0,2.537301374,37684.0,271.0,239.0,27.91031511,0.0063422142023139795
M5M,2181  AVENUE RD ,64.0,2.748787062,25495.0,925.0,811.0,175.922372,0.03181015885467739
M6P,2010  BLOOR ST W,24.0,2.096324728,39870.0,493.0,413.0,50.31179347,0.01035866566340607
M6K,300  DUFFERIN ST ,114.0,1.852943765,42110.0,388.0,336.0,211.2355892,0.007979102350985513
,,,,,,,,
M6K,194  DOWLING AVE ,29.0,1.852943765,42110.0,388.0,336.0,53.73536919,0.007979102350985513
M4Y,26  ST JOSEPH ST ,65.0,1.597563121,36319.0,288.0,249.0,103.8416029,0.006855915636443734
M9W,39  LEDUC DR ,13.0,2.892017785,40977.0,1523.0,1526.0,37.59623121,0.03724040315298826
M6N,55  OUTLOOK AVE ,275.0,2.52268739,40252.0,279.0,240.0,693.7390323,0.005962436649110604
M4C,327  CHISHOLM AVE ,20.0,2.423926092,46440.0,449.0,393.0,48.47852184,0.008462532299741601
M6A,23  NEPTUNE DR ,10.0,2.429703615,22380.0,211.0,179.0,24.29703615,0.007998212689901698
M4L,520  KINGSTON RD ,108.0,2.342956876,32218.0,521.0,460.0,253.0393426,0.014277732944316841
M9N,1570  JANE ST ,76.0,2.490585874,26059.0,173.0,149.0,189.2845264,0.005717794236156414
M9L,35  DUNCANWOODS DR ,75.0,3.111611877,11737.0,162.0,127.0,233.3708908,0.01082048223566499
M3H,118  OVERBROOK PL ,17.0,2.601476265,38416.0,610.0,528.0,44.22509651,0.013744273219491879
M5T,123  D'ARCY ST ,24.0,1.986573458,17903.0,127.0,104.0,47.67776299,0.0058090822767134
M6C,175  VAUGHAN RD ,29.0,2.353570027,23997.0,441.0,403.0,68.25353078,0.01679376588740259
M9V,2435  KIPLING AVE ,153.0,3.235332973,53878.0,358.0,324.0,495.0059449,0.00601358625041761
M4A,1  ECCLESTON DR ,62.0,2.407425743,14589.0,143.0,115.0,149.2603961,0.007882651312632806
M9M,2405  FINCH AVE W,258.0,2.969381506,24245.0,162.0,134.0,766.1004285,0.005526912765518663
M2M,6061  YONGE ST ,304.0,2.554221689,31915.0,580.0,531.0,776.4833935,0.016637944540184867
M2J,20  ESTERBROOKE AVE ,134.0,2.550526533,61761.0,980.0,871.0,341.7705554,0.014102750926960379
M6M,25  NASHVILLE AVE ,28.0,2.648652045,42148.0,214.0,185.0,74.16225726,0.004389294865711303
M6P,1639  BLOOR ST W,46.0,2.096324728,39870.0,493.0,413.0,96.43093749,0.01035866566340607
M6E,1095  ST CLAIR AVE W,11.0,2.537301374,37684.0,271.0,239.0,27.91031511,0.0063422142023139795
M6R,469  RONCESVALLES AVE ,15.0,2.281990801,19349.0,352.0,293.0,34.22986202,0.015142901441934984
M4V,37  ORIOLE RD ,50.0,1.891364082,19273.0,518.0,451.0,94.5682041,0.023400612255486952
M6E,620  NORTHCLIFFE BLVD ,68.0,2.537301374,37684.0,271.0,239.0,172.5364934,0.0063422142023139795
M6A,27  HOTSPUR RD ,11.0,2.429703615,22380.0,211.0,179.0,26.72673977,0.007998212689901698
M4G,1215  BAYVIEW AVE ,38.0,2.426095568,19598.0,680.0,596.0,92.19163158,0.030411266455760793
,,,,,,,,
M1K,712  KENNEDY RD ,49.0,2.720368174,48175.0,283.0,227.0,133.2980405,0.004711987545407369
M3H,229  PANNAHILL RD ,12.0,2.601476265,38416.0,610.0,528.0,31.21771518,0.013744273219491879
M4P,133  BROADWAY AVE ,52.0,1.793115786,25057.0,378.0,309.0,93.24202087,0.012331883306062177
M9A,10  FONTENAY CRT ,63.0,2.332696715,36642.0,730.0,643.0,146.959893,0.017548168768080345
M6J,255  DOVERCOURT RD ,16.0,2.077978386,32111.0,385.0,367.0,33.24765418,0.011429105291021768
M4J,120  COSBURN AVE ,57.0,2.408336761,35128.0,452.0,401.0,137.2751954,0.011415395126394898
M6M,5  HARDING AVE ,184.0,2.648652045,42148.0,214.0,185.0,487.3519763,0.004389294865711303
M8Y,177  STEPHEN DR ,44.0,2.202123397,21986.0,458.0,388.0,96.89342947,0.017647593923405803
M4L,1480  QUEEN ST E,25.0,2.342956876,32218.0,521.0,460.0,58.5739219,0.014277732944316841
M6G,481  PALMERSTON BLVD ,11.0,2.348066298,30600.0,394.0,356.0,25.82872928,0.011633986928104575
M1G,3943  LAWRENCE AVE E,15.0,2.995636575,30894.0,213.0,187.0,44.93454863,0.00605295526639477
M2N,2  FOREST LANEWAY  ,366.0,2.199958989,75100.0,1595.0,1406.0,805.18499,0.018721704394141146
M4Y,33  WOOD ST ,240.0,1.597563121,36319.0,288.0,249.0,383.415149,0.006855915636443734
M4X,670  PARLIAMENT ST ,239.0,2.01498886,19896.0,101.0,92.0,481.5823375,0.004624045034177724
M4P,124  BROADWAY AVE ,86.0,1.793115786,25057.0,378.0,309.0,154.2079576,0.012331883306062177
M4V,28  BALMORAL AVE ,27.0,1.891364082,19273.0,518.0,451.0,51.06683021,0.023400612255486952
M5R,41  SPADINA RD ,24.0,1.892163236,26197.0,524.0,478.0,45.41191766,0.018246364087490936
M8V,16  ALBERT AVE ,18.0,1.933680845,44144.0,777.0,674.0,34.80625521,0.015268213120695904
M8Y,340  ROYAL YORK RD ,307.0,2.202123397,21986.0,458.0,388.0,676.0518829,0.017647593923405803
,,,,,,,,
M3C,701  DON MILLS RD ,333.0,2.438357851,39616.0,461.0,406.0,811.9731644,0.010248384491114702
M9P,27  SCARLETTWOOD CRT ,14.0,2.612960385,20645.0,218.0,192.0,36.58144539,0.009300072656817631
M6C,2  CONNAUGHT CRCL ,15.0,2.353570027,23997.0,441.0,403.0,35.30355041,0.01679376588740259
,,,,,,,,
M6P,11  RANDOLPH AVE ,95.0,2.096324728,39870.0,493.0,413.0,199.1508492,0.01035866566340607
M4K,778  BROADVIEW AVE ,39.0,2.177892067,30913.0,456.0,407.0,84.93779061,0.013165981949341701
M4P,220  EGLINTON AVE E,99.0,1.793115786,25057.0,378.0,309.0,177.5184628,0.012331883306062177
M1E,80  MORNELLE CRT ,265.0,2.773267898,48033.0,453.0,408.0,734.915993,0.008494160264817937
M8V,2696  LAKE SHORE BLVD W,27.0,1.933680845,44144.0,777.0,674.0,52.20938282,0.015268213120695904
M2N,12  OAKBURN CRES ,11.0,2.199958989,75100.0,1595.0,1406.0,24.19954888,0.018721704394141146
M6M,2701  EGLINTON AVE W,49.0,2.648652045,42148.0,214.0,185.0,129.7839502,0.004389294865711303
M6N,8  CASTLETON AVE ,17.0,2.52268739,40252.0,279.0,240.0,42.88568563,0.005962436649110604
M9A,52  MABELLE AVE ,310.0,2.332696715,36642.0,730.0,643.0,723.1359817,0.017548168768080345
M4J,149  COSBURN AVE ,29.0,2.408336761,35128.0,452.0,401.0,69.84176607,0.011415395126394898
M4Y,44  HUNTLEY ST ,26.0,1.597563121,36319.0,288.0,249.0,41.53664115,0.006855915636443734
M9R,695  MARTIN GROVE RD ,142.0,2.720705484,33783.0,249.0,213.0,386.3401787,0.006304946274753575
M6P,2750  DUNDAS ST W,30.0,2.096324728,39870.0,493.0,413.0,62.88974184,0.01035866566340607
M1K,2283  EGLINTON AVE E,101.0,2.720368174,48175.0,283.0,227.0,274.7571856,0.004711987545407369
M3L,160  CHALKFARM DR ,466.0,3.011726079,19263.0,114.0,91.0,1403.464353,0.00472408243783419
M4H,4  GRANDSTAND PL ,60.0,3.084969477,18698.0,82.0,59.0,185.0981686,0.003155417691731736
M2J,75  HAVENBROOK BLVD ,201.0,2.550526533,61761.0,980.0,871.0,512.6558331,0.014102750926960379
M6H,2  REGAL RD ,104.0,2.270037375,43730.0,372.0,318.0,236.083887,0.007271895723759433
M1N,1336  KINGSTON RD ,37.0,2.413191892,22976.0,321.0,301.0,89.2881,0.013100626740947075
M5A,15  SCADDING AVE ,251.0,1.792752562,48978.0,630.0,523.0,449.9808931,0.01067826371023725
M6N,270  RYDING AVE ,16.0,2.52268739,40252.0,279.0,240.0,40.36299824,0.005962436649110604
M3M,195  EXBURY RD ,159.0,2.616451308,24906.0,110.0,93.0,416.015758,0.0037340399903637678
M8V,2313  LAKE SHORE BLVD W,133.0,1.933680845,44144.0,777.0,674.0,257.1795524,0.015268213120695904
M1J,3121  EGLINTON AVE E,81.0,2.928995488,37002.0,194.0,169.0,237.2486345,0.004567320685368358
M4V,321  LONSDALE RD ,12.0,1.891364082,19273.0,518.0,451.0,22.69636898,0.023400612255486952
M8Y,183  BERRY RD ,50.0,2.202123397,21986.0,458.0,388.0,110.1061699,0.017647593923405803
M6L,338  FALSTAFF AVE ,175.0,2.75242387,20156.0,120.0,100.0,481.6741773,0.004961301845604287
M9V,1865  MARTIN GROVE RD ,92.0,3.235332973,53878.0,358.0,324.0,297.6506335,0.00601358625041761
M1K,552  BIRCHMOUNT RD ,61.0,2.720368174,48175.0,283.0,227.0,165.9424586,0.004711987545407369
M8V,70  FIFTEENTH ST ,25.0,1.933680845,44144.0,777.0,674.0,48.34202113,0.015268213120695904
M4S,2094  YONGE ST ,10.0,1.956485782,30754.0,770.0,471.0,19.56485782,0.015315080965077714
M4E,2170  GERRARD ST E,10.0,2.342560235,25473.0,495.0,433.0,23.42560235,0.016998390452636125
M6S,2553  BLOOR ST W,22.0,2.344079355,34029.0,751.0,678.0,51.56974581,0.019924182315084193
M6B,178  LOCKSLEY AVE ,24.0,2.594707648,28534.0,310.0,273.0,62.27298355,0.009567533468844185
M1B,115  GENERATION BLVD ,12.0,3.188007586,65555.0,721.0,559.0,38.25609103,0.00852719090839753
M1R,1817  VICTORIA PARK AVE ,36.0,2.790273835,30467.0,282.0,259.0,100.4498581,0.008501001083139134
M5S,748  BATHURST ST ,95.0,1.893324462,17074.0,165.0,164.0,179.8658239,0.009605247745109523
M4P,110  ERSKINE AVE ,227.0,1.793115786,25057.0,378.0,309.0,407.0372834,0.012331883306062177
M3K,27  PAXTONIA BLVD ,50.0,2.670628183,7865.0,122.0,99.0,133.5314092,0.012587412587412588
M9C,555  THE WEST MALL  ,119.0,2.528566765,38725.0,481.0,417.0,300.899445,0.010768237572627501
M2R,4979  BATHURST ST ,92.0,2.641476274,40581.0,422.0,362.0,243.0158172,0.008920430743451368
M9N,137  WOODWARD AVE ,11.0,2.490585874,26059.0,173.0,149.0,27.39644461,0.005717794236156414
M6A,1079  LAWRENCE AVE W,15.0,2.429703615,22380.0,211.0,179.0,36.44555423,0.007998212689901698
M3M,2219  JANE ST ,12.0,2.616451308,24906.0,110.0,93.0,31.3974157,0.0037340399903637678
M6A,63  WASDALE CRES ,11.0,2.429703615,22380.0,211.0,179.0,26.72673977,0.007998212689901698
M5M,45  LORINDALE AVE ,25.0,2.748787062,25495.0,925.0,811.0,68.71967655,0.03181015885467739
M4Y,40-50  ALEXANDER ST ,217.0,1.597563121,36319.0,288.0,249.0,346.6711973,0.006855915636443734
M5P,240  ORIOLE PKWY ,44.0,2.075180874,19791.0,541.0,495.0,91.30795846,0.02501136880400182
M6G,38  BARTON AVE ,18.0,2.348066298,30600.0,394.0,356.0,42.26519336,0.011633986928104575
M3H,4415  BATHURST ST ,167.0,2.601476265,38416.0,610.0,528.0,434.4465363,0.013744273219491879
M6J,800  ADELAIDE ST W,50.0,2.077978386,32111.0,385.0,367.0,103.8989193,0.011429105291021768
M4Y,58  MAITLAND ST ,45.0,1.597563121,36319.0,288.0,249.0,71.89034045,0.006855915636443734
M6B,836  ROSELAWN AVE ,26.0,2.594707648,28534.0,310.0,273.0,67.46239885,0.009567533468844185
M4C,275  MAIN ST ,324.0,2.423926092,46440.0,449.0,393.0,785.3520538,0.008462532299741601
M1H,3201  LAWRENCE AVE E,123.0,2.77618165,23964.0,233.0,210.0,341.470343,0.008763144717075613
M4L,1080  EASTERN AVE ,41.0,2.342956876,32218.0,521.0,460.0,96.06123192,0.014277732944316841
M3H,4141  BATHURST ST ,30.0,2.601476265,38416.0,610.0,528.0,78.04428795,0.013744273219491879
M6K,3  ELM GROVE AVE ,12.0,1.852943765,42110.0,388.0,336.0,22.23532518,0.007979102350985513
M5M,211  WILSON AVE ,26.0,2.748787062,25495.0,925.0,811.0,71.46846361,0.03181015885467739
M4C,165  BARRINGTON AVE ,265.0,2.423926092,46440.0,449.0,393.0,642.3404144,0.008462532299741601
M4N,3488  YONGE ST ,22.0,2.579184067,16058.0,644.0,578.0,56.74204947,0.03599451986548761
M5P,484  ORIOLE PKWY ,18.0,2.075180874,19791.0,541.0,495.0,37.35325573,0.02501136880400182
M4V,58  ORIOLE GDNS ,13.0,1.891364082,19273.0,518.0,451.0,24.58773307,0.023400612255486952
M4P,365  EGLINTON AVE E,48.0,1.793115786,25057.0,378.0,309.0,86.06955773,0.012331883306062177
M1K,20  EPPLEWORTH RD ,36.0,2.720368174,48175.0,283.0,227.0,97.93325426,0.004711987545407369
M4N,3474  YONGE ST ,27.0,2.579184067,16058.0,644.0,578.0,69.63796981,0.03599451986548761
M6P,1700  BLOOR ST W,115.0,2.096324728,39870.0,493.0,413.0,241.0773437,0.01035866566340607
M9N,145  WOODWARD AVE ,11.0,2.490585874,26059.0,173.0,149.0,27.39644461,0.005717794236156414
